ID,target
ID_00241643,0.12709908000552175
ID_00312043,0.10300437590740873
ID_00345323,0.18057612746374158
ID_00369643,0.12988365235926483
ID_00381163,0.16126182159483116
ID_00383723,0.1719275460609824
ID_00395243,0.18938228920111297
ID_00404203,0.11518756557991806
ID_00406763,0.14986597064459894
ID_00450283,0.14369216229659523
ID_00505323,0.10743858296179033
ID_00562923,0.1030107645577496
ID_00574443,0.11022109439784275
ID_00584683,0.17589410622023297
ID_00634603,0.1530957869209073
ID_00669163,0.1060524182706971
ID_00674283,0.16272305210644183
ID_00712683,0.14985283467884702
ID_00715243,0.12757853042497513
ID_00749803,0.14930078768697166
ID_00761323,0.16650476937085673
ID_00770283,0.1488544987589569
ID_00779243,0.1628730948534866
ID_00804843,0.15950899557827697
ID_00812523,0.1855231040817791
ID_00813803,0.13966067415289932
ID_00824043,0.1394505076362546
ID_00839403,0.20751083164060227
ID_00925163,0.20997565387146144
ID_00929003,0.18744069789093135
ID_00931563,0.11644817613912807
ID_00934123,0.12133790103774829
ID_00943083,0.1540031808791513
ID_00986603,0.16872121487860067
ID_01000683,0.1197436217303856
ID_01005803,0.12053194493546227
ID_01009643,0.10528613045590104
ID_01063403,0.2436097664630241
ID_01260523,0.17662304601865572
ID_01274603,0.10681089242453085
ID_01375723,0.1535822390944007
ID_01419243,0.13471156416085844
ID_01430763,0.16872121487860067
ID_01433323,0.10619403829926102
ID_01465323,0.17642120185551427
ID_01467883,0.1057529504027884
ID_01474283,0.10764027184726653
ID_01507563,0.14841631669775426
ID_01554923,0.13278583980683822
ID_01577963,0.1637720968125396
ID_01597163,0.14650566506621243
ID_01617643,0.1250583835469719
ID_01620203,0.16627927908107967
ID_01656043,0.1030107645577496
ID_01658603,0.1502952177727108
ID_01693163,0.17156453612377215
ID_01753323,0.11598928724514646
ID_01796843,0.1403124675128385
ID_01828843,0.1282703508326678
ID_01840363,0.17870683728424777
ID_01863403,0.20430021598918016
ID_01905643,0.10917910546373527
ID_01928683,0.11540746512053422
ID_02064363,0.16232543991764858
ID_02068203,0.13125594506079247
ID_02226923,0.16399730029780876
ID_02241003,0.10835554110022871
ID_02280683,0.13330324289704992
ID_02326763,0.10890018973574357
ID_02344683,0.16775930907837155
ID_02408683,0.16680316866825926
ID_02422763,0.13359425144830017
ID_02434283,0.10820804576455244
ID_02443243,0.13728448084745404
ID_02453483,0.10668357774877667
ID_02466283,0.1615763203620337
ID_02508523,0.19508109300182788
ID_02554603,0.10797230626253608
ID_02567403,0.1560739796722693
ID_02569963,0.1461823136712476
ID_02589163,0.11614436017254108
ID_02604523,0.10750062558200194
ID_02616043,0.2055863293173306
ID_02636523,0.10668357774877667
ID_02708203,0.11170075048042075
ID_02806763,0.09840110392681736
ID_02886123,0.17377067288176878
ID_02889963,0.1524186215461488
ID_02909163,0.1176908048288975
ID_02956523,0.11966438328292271
ID_02959083,0.11936259466826679
ID_03014123,0.15204319269427805
ID_03057643,0.10066471428753276
ID_03076843,0.19673626059486368
ID_03092203,0.15783437860917568
ID_03094763,0.15969048243373307
ID_03102443,0.18486736553847477
ID_03180523,0.14286173125259305
ID_03184363,0.15143388481758302
ID_03212523,0.16562714738857143
ID_03249643,0.1095121019285949
ID_03253483,0.1211397112738966
ID_03258603,0.10892541631292893
ID_03267563,0.1060524182706971
ID_03302123,0.1395288622680191
ID_03307243,0.24422405161204028
ID_03330283,0.13508223385187004
ID_03357163,0.17297763243487418
ID_03389163,0.16468270921900158
ID_03446763,0.16484776968575132
ID_03455723,0.11019717266577865
ID_03458283,0.1343541537326633
ID_03481323,0.17051371912502386
ID_03483883,0.09927524939194828
ID_03500523,0.17742821632043274
ID_03535083,0.19578557350706519
ID_03541483,0.13633773274304847
ID_03547883,0.15090815370907584
ID_03561963,0.16030139317593958
ID_03640043,0.16104306693239576
ID_03651563,0.24268087033494526
ID_03654123,0.13360988385446732
ID_03677163,0.1547338450114475
ID_03688683,0.11088156134472375
ID_03706603,0.09770807839159407
ID_03728363,0.11736352081350748
ID_03774443,0.22226696853557956
ID_03778283,0.24485222091557268
ID_03794923,0.10852895954681596
ID_03841003,0.18618968484932188
ID_03884523,0.1341503486649237
ID_03925483,0.16331822916227526
ID_03971563,0.1566727983224641
ID_03979243,0.19536855410652731
ID_03994603,0.105370547024886
ID_04006123,0.16350920563657217
ID_04022763,0.10609505333826415
ID_04025323,0.11366083030500074
ID_04040683,0.15992408178749978
ID_04086763,0.13695050866803396
ID_04091883,0.14632468946041416
ID_04109803,0.13370201796804632
ID_04114923,0.10917910546373527
ID_04116203,0.1076705876398201
ID_04127723,0.09854077566936964
ID_04130283,0.16182391194850393
ID_04164843,0.16799263763137073
ID_04185323,0.10079621347371871
ID_04193003,0.11298476584584018
ID_04201963,0.1341503486649237
ID_04218603,0.2559111636376108
ID_04262123,0.1464425487309386
ID_04268523,0.12528484262928663
ID_04273643,0.21732331779728717
ID_04312043,0.10976177296789207
ID_04328683,0.10686529333024286
ID_04335083,0.24054760714537082
ID_04365803,0.161957207146988
ID_04367083,0.1030107645577496
ID_04411883,0.13883670289696046
ID_04459243,0.1660108586896565
ID_04461803,0.37791338974870836
ID_04513003,0.2126896714926133
ID_04524523,0.1788977165930089
ID_04606443,0.16663126844804174
ID_04639723,0.17743492503816216
ID_04664043,0.11055855862703323
ID_04710123,0.12090630291835323
ID_04740843,0.13347637421369335
ID_04775403,0.18711462746306745
ID_04809963,0.14066630529442556
ID_04821483,0.15567188048643257
ID_04827883,0.13872722154526176
ID_04834283,0.1560739796722693
ID_04868843,0.14273599972453063
ID_04891883,0.13806302282217223
ID_04926443,0.10519979153862115
ID_04952043,0.11082101216604913
ID_04991723,0.3294321147566479
ID_05009643,0.11622624675187802
ID_05072363,0.11583210340662967
ID_05090283,0.1841544607052484
ID_05095403,0.1467402362388912
ID_05099243,0.12694867081670427
ID_05108203,0.1500709021821379
ID_05110763,0.1855921785825676
ID_05119723,0.17789896023833043
ID_05196523,0.13817118323094382
ID_05223403,0.15685236299492217
ID_05237483,0.13066672016948386
ID_05246443,0.2160105223817491
ID_05419243,0.24026878537627164
ID_05424363,0.22295481086196575
ID_05497323,0.13929229869538715
ID_05505003,0.1120484870445907
ID_05508843,0.2001190357156951
ID_05540843,0.09840110392681736
ID_05543403,0.20407480607785294
ID_05562603,0.16857012439442948
ID_05575403,0.13934574705748407
ID_05608683,0.11531263958056791
ID_05635563,0.1310341118107517
ID_05679083,0.12183737455308499
ID_05702123,0.1707473913099388
ID_05709803,0.12764717020542074
ID_05732843,0.11417877577281209
ID_05745643,0.11602436300830629
ID_05755883,0.15618473507955855
ID_05776363,0.12286576106411416
ID_05929963,0.16030672721239228
ID_05938923,0.1030107645577496
ID_05941483,0.10637251350927707
ID_05950443,0.10743858296179033
ID_05964523,0.14437396942124042
ID_05987563,0.2010880583477207
ID_06010603,0.1768998990386013
ID_06031083,0.11083782843732737
ID_06061803,0.20701663377341656
ID_06064363,0.1417561653452357
ID_06084843,0.11976223352113945
ID_06171883,0.13923996731719104
ID_06212843,0.11852843316981161
ID_06257643,0.21762039029253036
ID_06261483,0.1876996502387715
ID_06281963,0.1366747118826091
ID_06303723,0.14856964873761308
ID_06385643,0.16151976083903227
ID_06406123,0.1560739796722693
ID_06445803,0.1079442147817894
ID_06454763,0.14165302475413022
ID_06477803,0.1918286539172658
ID_06485483,0.1757853986765332
ID_06512363,0.15457915131434868
ID_06599403,0.09795761937023806
ID_06610923,0.10828006435776646
ID_06622443,0.09840110392681736
ID_06633963,0.10142509331324022
ID_06667243,0.1339627193764446
ID_06703083,0.16717620229904215
ID_06708203,0.12369139451043965
ID_06717163,0.1119511222096564
ID_06751723,0.13429003989505983
ID_06791403,0.21001963015771433
ID_06818283,0.1392509426633133
ID_06827243,0.1074452136921542
ID_06872043,0.10912884218444009
ID_06873323,0.10218192403598297
ID_06898923,0.1469229107918509
ID_06919403,0.13147992378217724
ID_06921963,0.1688666007717004
ID_06952683,0.13508223385187004
ID_07019243,0.13601382146284433
ID_07034603,0.11522787458912981
ID_07037163,0.13807559736362573
ID_07039723,0.11685480597595206
ID_07046123,0.1672170590626399
ID_07048683,0.12076978279155089
ID_07057643,0.20339765160399484
ID_07089643,0.1030107645577496
ID_07115243,0.14029496085518167
ID_07135723,0.0974352965557243
