ID,target
ID_00241643,0.1088751353087994
ID_00312043,0.10439429361880578
ID_00345323,0.20731858982802398
ID_00369643,0.12090999087094433
ID_00381163,0.1532993297086757
ID_00383723,0.16786298764803123
ID_00395243,0.15883278797671244
ID_00404203,0.10695702426776861
ID_00406763,0.1153675458254951
ID_00450283,0.13353211974243384
ID_00505323,0.10348750108712905
ID_00562923,0.10232298115674493
ID_00574443,0.10543380754572472
ID_00584683,0.15969305754429317
ID_00634603,0.17168518704952979
ID_00669163,0.10421086015481616
ID_00674283,0.15930519297753332
ID_00712683,0.1335554216335531
ID_00715243,0.12026076474127018
ID_00749803,0.1377105497898302
ID_00761323,0.15282807353676886
ID_00770283,0.1549280789616919
ID_00779243,0.15902729009702482
ID_00804843,0.1466824600826005
ID_00812523,0.163434074995892
ID_00813803,0.11115015704548015
ID_00824043,0.12171079613959468
ID_00839403,0.21653285056898677
ID_00925163,0.2267738312148384
ID_00929003,0.19165167295662097
ID_00931563,0.12455058616798653
ID_00934123,0.092958362221227
ID_00943083,0.16554344032692664
ID_00986603,0.1725959459408546
ID_01000683,0.12033381021097081
ID_01005803,0.12016903477898563
ID_01009643,0.10205405993029967
ID_01063403,0.248483540037509
ID_01260523,0.20310798751734568
ID_01274603,0.09538251755049101
ID_01375723,0.13383404488865788
ID_01419243,0.11758591252617369
ID_01430763,0.1795935927386141
ID_01433323,0.09544961210251376
ID_01465323,0.1810098621255625
ID_01467883,0.10217687371167722
ID_01474283,0.10383057271806387
ID_01507563,0.12367388608059504
ID_01554923,0.13602982341037537
ID_01577963,0.1990169763466267
ID_01597163,0.16226236594204793
ID_01617643,0.09815330651770965
ID_01620203,0.15248397038897868
ID_01656043,0.10232356010495101
ID_01658603,0.11219053504422186
ID_01693163,0.1885090761129359
ID_01753323,0.11311649770950216
ID_01796843,0.11270545509603727
ID_01828843,0.11579854489499547
ID_01840363,0.1585539721292708
ID_01863403,0.1877925679781895
ID_01905643,0.10456689488834389
ID_01928683,0.11979575016747446
ID_02064363,0.17181813495498352
ID_02068203,0.1204365498747227
ID_02226923,0.17594369964507725
ID_02241003,0.09954271595452639
ID_02280683,0.12440530150021169
ID_02326763,0.1051218955489743
ID_02344683,0.18294256711944518
ID_02408683,0.14589881912803127
ID_02422763,0.13961465872659495
ID_02434283,0.09278338849582551
ID_02443243,0.1199508511994585
ID_02453483,0.11271578459920224
ID_02466283,0.16345430471185132
ID_02508523,0.2016373809760844
ID_02554603,0.10534272042592005
ID_02567403,0.16558527611978505
ID_02569963,0.14848542201852247
ID_02589163,0.12301240744563527
ID_02604523,0.10205405993029967
ID_02616043,0.1930173462971558
ID_02636523,0.1030927500930706
ID_02708203,0.10873154685312096
ID_02806763,0.09680488599491596
ID_02886123,0.15551060765670974
ID_02889963,0.14412576042130187
ID_02909163,0.09089983515820695
ID_02956523,0.10707944329229581
ID_02959083,0.10869668718970668
ID_03014123,0.1628538918518029
ID_03057643,0.09729080309701749
ID_03076843,0.19779691037054
ID_03092203,0.13713653226474767
ID_03094763,0.14267729348992353
ID_03102443,0.19431943535957982
ID_03180523,0.13255637363633624
ID_03184363,0.18168566620856183
ID_03212523,0.18985552643536888
ID_03249643,0.11089679895480106
ID_03253483,0.10835695499582827
ID_03258603,0.1045122994394253
ID_03267563,0.10096773373606134
ID_03302123,0.14500005828777812
ID_03307243,0.2741616210946319
ID_03330283,0.11970071766789163
ID_03357163,0.12501997637645773
ID_03389163,0.17976627494919264
ID_03446763,0.1806020507079785
